date,visitor,home,visitor_points,home_points
2024-02-27,Houston Rockets,Oklahoma City Thunder, 95,112 
2024-02-27,Miami Heat,Portland Trail Blazers, 106,96 
2024-02-28,New Orleans Pelicans,Indiana Pacers, 114,123 
2024-02-28,Dallas Mavericks,Toronto Raptors, 136,125 
2024-02-28,Memphis Grizzlies,Minnesota Timberwolves, 101,110 
2024-02-28,Cleveland Cavaliers,Chicago Bulls, 123,132 
2024-02-28,Sacramento Kings,Denver Nuggets, 96,117 
2024-02-28,Los Angeles Lakers,LA Clippers, 116,112 
2024-02-29,Milwaukee Bucks,Charlotte Hornets, 111,99 
2024-02-29,Utah Jazz,Orlando Magic, 107,115 
2024-02-29,Atlanta Hawks,Brooklyn Nets, 97,124 
2024-02-29,Golden State Warriors,New York Knicks, 110,99 
2024-02-29,Oklahoma City Thunder,San Antonio Spurs, 118,132 
2024-02-29,Houston Rockets,Phoenix Suns, 105,110 
2024-02-29,Miami Heat,Denver Nuggets, 97,103 
2024-02-29,Washington Wizards,Los Angeles Lakers, 131,134 
2024-03-01,Cleveland Cavaliers,Detroit Pistons, 110,100 
2024-03-01,Charlotte Hornets,Philadelphia 76ers, 114,121 
2024-03-01,Dallas Mavericks,Boston Celtics, 110,138 
2024-03-01,Golden State Warriors,Toronto Raptors, 120,105 
2024-03-01,Portland Trail Blazers,Memphis Grizzlies, 122,92 
2024-03-01,Sacramento Kings,Minnesota Timberwolves, 124,120 
2024-03-01,Indiana Pacers,New Orleans Pelicans, 102,129 
2024-03-01,Milwaukee Bucks,Chicago Bulls, 113,97 
2024-03-01,Washington Wizards,LA Clippers, 115,140 
2024-03-02,Atlanta Hawks,Brooklyn Nets, 102,114 
2024-03-02,Utah Jazz,Miami Heat, 120,126 
2024-03-02,Portland Trail Blazers,Memphis Grizzlies, 107,100 
2024-03-02,Denver Nuggets,Los Angeles Lakers, 124,114 
2024-03-02,Houston Rockets,Phoenix Suns, 118,109 
2024-03-03,Philadelphia 76ers,Dallas Mavericks, 120,116 
2024-03-03,Golden State Warriors,Boston Celtics, 88,140 
2024-03-03,LA Clippers,Minnesota Timberwolves, 89,88 
2024-03-03,Detroit Pistons,Orlando Magic, 91,113 
2024-03-03,Charlotte Hornets,Toronto Raptors, 106,111 
2024-03-03,New York Knicks,Cleveland Cavaliers, 107,98 
2024-03-03,Indiana Pacers,San Antonio Spurs, 105,117 
2024-03-03,Oklahoma City Thunder,Phoenix Suns, 118,110 
2024-03-04,Memphis Grizzlies,Brooklyn Nets, 106,102 
2024-03-04,LA Clippers,Milwaukee Bucks, 106,113 
2024-03-04,Portland Trail Blazers,Minnesota Timberwolves, 114,119 
2024-03-04,Washington Wizards,Utah Jazz, 115,127 
2024-03-04,Chicago Bulls,Sacramento Kings, 113,109 
2024-03-04,Oklahoma City Thunder,Los Angeles Lakers, 104,116 
2024-03-05,Orlando Magic,Charlotte Hornets, 101,89 
2024-03-05,Boston Celtics,Cleveland Cavaliers, 104,105 
2024-03-05,Philadelphia 76ers,Brooklyn Nets, 107,112 
2024-03-05,Detroit Pistons,Miami Heat, 110,118 
2024-03-05,Atlanta Hawks,New York Knicks, 116,100 
2024-03-05,New Orleans Pelicans,Toronto Raptors, 139,98 
2024-03-05,San Antonio Spurs,Houston Rockets, 101,114 
2024-03-05,Indiana Pacers,Dallas Mavericks, 137,120 
2024-03-05,Phoenix Suns,Denver Nuggets, 117,107 
2024-03-06,Orlando Magic,Washington Wizards, 119,109 
2024-03-06,Cleveland Cavaliers,Atlanta Hawks, 101,112 
2024-03-06,Memphis Grizzlies,Philadelphia 76ers, 115,109 
2024-03-06,LA Clippers,Houston Rockets, 122,116 
2024-03-06,Chicago Bulls,Utah Jazz, 119,117 
2024-03-06,Milwaukee Bucks,Golden State Warriors, 90,125 
2024-03-06,Oklahoma City Thunder,Portland Trail Blazers, 128,120 
2024-03-06,Sacramento Kings,Los Angeles Lakers, 130,120 
2024-03-07,Brooklyn Nets,Detroit Pistons, 112,118 
2024-03-07,Minnesota Timberwolves,Indiana Pacers, 113,111 
2024-03-07,Miami Heat,Dallas Mavericks, 108,114 
2024-03-07,Toronto Raptors,Phoenix Suns, 113,120 
2024-03-07,Boston Celtics,Denver Nuggets, 109,115 
2024-03-07,Chicago Bulls,Golden State Warriors, 125,122 
2024-03-07,San Antonio Spurs,Sacramento Kings, 129,131 
2024-03-08,New Orleans Pelicans,Philadelphia 76ers, 103,95 
2024-03-08,Charlotte Hornets,Washington Wizards, 100,112 
2024-03-08,Minnesota Timberwolves,Cleveland Cavaliers, 104,113 
2024-03-08,Orlando Magic,New York Knicks, 74,98 
2024-03-08,Atlanta Hawks,Memphis Grizzlies, 99,92 
2024-03-08,Miami Heat,Oklahoma City Thunder, 100,107 
2024-03-08,Milwaukee Bucks,Los Angeles Lakers, 122,123 
2024-03-08,Houston Rockets,Portland Trail Blazers, 123,107 
2024-03-09,Chicago Bulls,LA Clippers, 102,112 
2024-03-09,Brooklyn Nets,Charlotte Hornets, 99,110 
2024-03-09,Dallas Mavericks,Detroit Pistons, 142,123 
2024-03-09,Boston Celtics,Phoenix Suns, 117,107 
2024-03-09,San Antonio Spurs,Golden State Warriors, 126,113 
2024-03-09,Utah Jazz,Denver Nuggets, 121,142 
2024-03-09,Toronto Raptors,Portland Trail Blazers, 118,128 
2024-03-10,Milwaukee Bucks,LA Clippers, 124,117 
2024-03-10,New Orleans Pelicans,Atlanta Hawks, 116,103 
2024-03-10,Washington Wizards,Miami Heat, 110,108 
2024-03-10,Indiana Pacers,Orlando Magic, 111,97 
2024-03-10,Houston Rockets,Sacramento Kings, 112,104 
2024-03-10,Philadelphia 76ers,New York Knicks, 79,73 
2024-03-10,Brooklyn Nets,Cleveland Cavaliers, 120,101 
2024-03-10,Memphis Grizzlies,Oklahoma City Thunder, 93,124 
2024-03-10,Minnesota Timberwolves,Los Angeles Lakers, 109,120 
2024-03-11,Charlotte Hornets,Detroit Pistons, 97,114 
2024-03-11,Phoenix Suns,Cleveland Cavaliers, 117,111 
2024-03-11,Dallas Mavericks,Chicago Bulls, 127,92 
2024-03-11,Golden State Warriors,San Antonio Spurs, 112,102 
2024-03-11,Toronto Raptors,Denver Nuggets, 119,125 
2024-03-11,Boston Celtics,Portland Trail Blazers, 121,99 
2024-03-12,Philadelphia 76ers,New York Knicks, 79,106 
2024-03-12,Washington Wizards,Memphis Grizzlies, 97,109 
2024-03-12,Indiana Pacers,Oklahoma City Thunder, 121,111 
2024-03-12,Houston Rockets,San Antonio Spurs, 103,101 
2024-03-12,Boston Celtics,Utah Jazz, 123,107 
2024-03-12,Minnesota Timberwolves,LA Clippers, 118,100 
2024-03-12,Milwaukee Bucks,Sacramento Kings, 94,129 
2024-03-13,Toronto Raptors,Detroit Pistons, 104,113 
2024-03-13,Brooklyn Nets,Orlando Magic, 106,114 
2024-03-13,Chicago Bulls,Indiana Pacers, 132,129 
2024-03-13,Denver Nuggets,Miami Heat, 100,88 
2024-03-13,Charlotte Hornets,Memphis Grizzlies, 110,98 
2024-03-13,Cleveland Cavaliers,New Orleans Pelicans, 116,95 
2024-03-13,Golden State Warriors,Dallas Mavericks, 99,109 
2024-03-13,Atlanta Hawks,Portland Trail Blazers, 102,106 
2024-03-13,Los Angeles Lakers,Sacramento Kings, 107,120 
2024-03-14,Phoenix Suns,Boston Celtics, 112,127 
2024-03-14,LA Clippers,Chicago Bulls, 126,111 
2024-03-14,Washington Wizards,Houston Rockets, 119,135 
2024-03-14,Philadelphia 76ers,Milwaukee Bucks, 105,114 
2024-03-14,Dallas Mavericks,Oklahoma City Thunder, 119,126 
2024-03-14,New York Knicks,Portland Trail Blazers, 105,93 
2024-03-15,Phoenix Suns,Charlotte Hornets, 107,96 
2024-03-15,Miami Heat,Detroit Pistons, 108,95 
2024-03-15,Orlando Magic,Toronto Raptors, 113,103 
2024-03-15,LA Clippers,New Orleans Pelicans, 104,112 
2024-03-15,Denver Nuggets,San Antonio Spurs, 117,106 
2024-03-15,Atlanta Hawks,Utah Jazz, 122,124 
2024-03-16,Cleveland Cavaliers,Houston Rockets, 103,117 
2024-03-16,Brooklyn Nets,Indiana Pacers, 100,121 
2024-03-16,Charlotte Hornets,Philadelphia 76ers, 98,109 
2024-03-16,Portland Trail Blazers,New Orleans Pelicans, 107,126 
2024-03-16,Washington Wizards,Chicago Bulls, 98,127 
2024-03-16,Oklahoma City Thunder,Memphis Grizzlies, 118,112 
2024-03-16,Golden State Warriors,Los Angeles Lakers, 128,121 
2024-03-16,Minnesota Timberwolves,Utah Jazz, 119,100 
2024-03-16,New York Knicks,Sacramento Kings, 98,91 
2024-03-17,Phoenix Suns,Milwaukee Bucks, 129,140 
2024-03-17,Miami Heat,Detroit Pistons, 104,101 
2024-03-17,Denver Nuggets,Dallas Mavericks, 105,107 
2024-03-17,Toronto Raptors,Orlando Magic, 96,111 
2024-03-17,Boston Celtics,Washington Wizards, 130,104 
2024-03-17,Brooklyn Nets,San Antonio Spurs, 115,122 
2024-03-17,Atlanta Hawks,LA Clippers, 110,93 
2024-03-18,Cleveland Cavaliers,Indiana Pacers, 108,103 
2024-03-18,Detroit Pistons,Boston Celtics, 94,119 
2024-03-18,Miami Heat,Philadelphia 76ers, 91,98 
2024-03-18,Portland Trail Blazers,Chicago Bulls, 107,110 
2024-03-18,Minnesota Timberwolves,Utah Jazz, 114,104 
2024-03-18,New York Knicks,Golden State Warriors, 119,112 
2024-03-18,Memphis Grizzlies,Sacramento Kings, 111,121 
2024-03-18,Atlanta Hawks,Los Angeles Lakers, 105,136 
2024-03-19,Charlotte Hornets,Orlando Magic, 92,112 
2024-03-19,Houston Rockets,Washington Wizards, 137,114 
2024-03-19,New Orleans Pelicans,Brooklyn Nets, 104,91 
2024-03-19,Dallas Mavericks,San Antonio Spurs, 113,107 
2024-03-19,Denver Nuggets,Minnesota Timberwolves, 115,112 
2024-03-20,Miami Heat,Cleveland Cavaliers, 107,104 
2024-03-20,Indiana Pacers,Detroit Pistons, 122,103 
2024-03-20,Milwaukee Bucks,Boston Celtics, 119,122 
2024-03-20,Sacramento Kings,Toronto Raptors, 123,89 
2024-03-20,Utah Jazz,Oklahoma City Thunder, 107,119 
2024-03-20,Memphis Grizzlies,Golden State Warriors, 116,137 
2024-03-20,Philadelphia 76ers,Phoenix Suns, 102,115 
2024-03-20,LA Clippers,Portland Trail Blazers, 116,103 
2024-03-21,New Orleans Pelicans,Orlando Magic, 106,121 
2024-03-21,Sacramento Kings,Washington Wizards, 102,109 
2024-03-21,Chicago Bulls,Houston Rockets, 117,127 
2024-03-21,Brooklyn Nets,Milwaukee Bucks, 108,115 
2024-03-21,Utah Jazz,Dallas Mavericks, 97,113 
2024-03-21,New York Knicks,Denver Nuggets, 100,113 
2024-03-21,Atlanta Hawks,Phoenix Suns, 115,128 
2024-03-22,Boston Celtics,Detroit Pistons, 129,102 
2024-03-22,Oklahoma City Thunder,Toronto Raptors, 123,103 
2024-03-22,New Orleans Pelicans,Miami Heat, 111,88 
2024-03-22,Cleveland Cavaliers,Minnesota Timberwolves, 91,104 
2024-03-22,Memphis Grizzlies,San Antonio Spurs, 99,97 
2024-03-22,Indiana Pacers,Golden State Warriors, 123,111 
2024-03-22,LA Clippers,Portland Trail Blazers, 125,117 
2024-03-22,Philadelphia 76ers,Los Angeles Lakers, 94,101 
2024-03-23,Brooklyn Nets,New York Knicks, 93,105 
2024-03-23,Sacramento Kings,Orlando Magic, 109,107 
2024-03-23,Charlotte Hornets,Atlanta Hawks, 91,132 
2024-03-23,Toronto Raptors,Washington Wizards, 109,112 
2024-03-23,Boston Celtics,Chicago Bulls, 124,113 
2024-03-23,Utah Jazz,Houston Rockets, 119,147 
2024-03-23,Phoenix Suns,San Antonio Spurs, 131,106 
2024-03-23,Denver Nuggets,Portland Trail Blazers, 114,111 
2024-03-24,New Orleans Pelicans,Detroit Pistons, 114,101 
2024-03-24,Philadelphia 76ers,LA Clippers, 121,107 
2024-03-24,Cleveland Cavaliers,Miami Heat, 84,121 
2024-03-24,Oklahoma City Thunder,Milwaukee Bucks, 93,118 
2024-03-24,Golden State Warriors,Minnesota Timberwolves, 110,114 
2024-03-24,Indiana Pacers,Los Angeles Lakers, 145,150 
2024-03-25,Charlotte Hornets,Cleveland Cavaliers, 92,115 
2024-03-25,Boston Celtics,Atlanta Hawks, 118,120 
2024-03-25,Detroit Pistons,New York Knicks, 99,124 
2024-03-25,Brooklyn Nets,Toronto Raptors, 96,88 
2024-03-25,Washington Wizards,Chicago Bulls, 107,105 
2024-03-25,Portland Trail Blazers,Houston Rockets, 92,110 
2024-03-25,Phoenix Suns,San Antonio Spurs, 102,104 
2024-03-25,Memphis Grizzlies,Denver Nuggets, 103,128 
2024-03-25,Dallas Mavericks,Utah Jazz, 115,105 
2024-03-25,Philadelphia 76ers,Sacramento Kings, 96,108 
2024-03-25,Indiana Pacers,LA Clippers, 133,116 
2024-03-26,Golden State Warriors,Miami Heat, 113,92 
2024-03-26,Los Angeles Lakers,Milwaukee Bucks, 128,124 
2024-03-26,Oklahoma City Thunder,New Orleans Pelicans, 119,112 
2024-03-26,Dallas Mavericks,Sacramento Kings, 132,96 
2024-03-27,Cleveland Cavaliers,Charlotte Hornets, 111,118 
2024-03-27,Golden State Warriors,Orlando Magic, 101,93 
2024-03-27,Brooklyn Nets,Washington Wizards, 122,119 
2024-03-27,Portland Trail Blazers,Atlanta Hawks, 106,120 
2024-03-27,LA Clippers,Philadelphia 76ers, 108,107 
2024-03-27,New York Knicks,Toronto Raptors, 145,101 
2024-03-27,Indiana Pacers,Chicago Bulls, 99,125 
2024-03-27,Los Angeles Lakers,Memphis Grizzlies, 136,124 
2024-03-27,Detroit Pistons,Minnesota Timberwolves, 91,106 
2024-03-27,Houston Rockets,Oklahoma City Thunder, 132,126 
2024-03-27,San Antonio Spurs,Utah Jazz, 118,111 
2024-03-27,Phoenix Suns,Denver Nuggets, 104,97 
2024-03-28,Boston Celtics,Atlanta Hawks, 122,123 
2024-03-28,Milwaukee Bucks,New Orleans Pelicans, 100,107 
2024-03-29,Golden State Warriors,Charlotte Hornets, 115,97 
2024-03-29,Los Angeles Lakers,Indiana Pacers, 90,109 
2024-03-29,LA Clippers,Orlando Magic, 100,97 
2024-03-29,Detroit Pistons,Washington Wizards, 96,87 
2024-03-29,Chicago Bulls,Brooklyn Nets, 108,125 
2024-03-29,Philadelphia 76ers,Cleveland Cavaliers, 114,117 
2024-03-29,Portland Trail Blazers,Miami Heat, 82,142 
2024-03-29,Phoenix Suns,Oklahoma City Thunder, 103,128 
2024-03-29,New York Knicks,San Antonio Spurs, 126,130 
2024-03-29,Minnesota Timberwolves,Denver Nuggets, 111,98 
2024-03-29,Houston Rockets,Utah Jazz, 101,100 
2024-03-29,Dallas Mavericks,Sacramento Kings, 107,103 
2024-03-30,Boston Celtics,New Orleans Pelicans, 104,92 
2024-03-30,Memphis Grizzlies,Orlando Magic, 88,118 
2024-03-30,Milwaukee Bucks,Atlanta Hawks, 122,113 
2024-03-31,Cleveland Cavaliers,Denver Nuggets, 101,130 
2024-03-31,Los Angeles Lakers,Brooklyn Nets, 116,104 
2024-03-31,LA Clippers,Charlotte Hornets, 130,118 
2024-03-31,Philadelphia 76ers,Toronto Raptors, 135,120 
2024-03-31,Miami Heat,Washington Wizards, 119,107 
2024-03-31,Oklahoma City Thunder,New York Knicks, 113,112 
2024-03-31,Dallas Mavericks,Houston Rockets, 125,107 
2024-03-31,Chicago Bulls,Minnesota Timberwolves, 109,101 
2024-03-31,Golden State Warriors,San Antonio Spurs, 117,113 
2024-03-31,Utah Jazz,Sacramento Kings, 106,127 
2024-04-01,Boston Celtics,Charlotte Hornets, 118,104 
2024-04-01,Memphis Grizzlies,Detroit Pistons, 110,108 
2024-04-01,Brooklyn Nets,Indiana Pacers, 111,133 
2024-04-01,Portland Trail Blazers,Orlando Magic, 103,104 
2024-04-01,Atlanta Hawks,Chicago Bulls, 113,101 
2024-04-01,Phoenix Suns,New Orleans Pelicans, 124,111 
2024-04-02,Los Angeles Lakers,Toronto Raptors, 128,111 
2024-04-02,Milwaukee Bucks,Washington Wizards, 113,117 
2024-04-02,Oklahoma City Thunder,Philadelphia 76ers, 105,109 
2024-04-02,New York Knicks,Miami Heat, 99,109 
2024-04-02,Houston Rockets,Minnesota Timberwolves, 106,113 
2024-04-02,San Antonio Spurs,Denver Nuggets, 105,110 
2024-04-02,Cleveland Cavaliers,Utah Jazz, 129,113 
2024-04-02,Dallas Mavericks,Golden State Warriors, 100,104 
2024-04-02,LA Clippers,Sacramento Kings, 95,109 
2024-04-03,Portland Trail Blazers,Charlotte Hornets, 89,86 
2024-04-03,Los Angeles Lakers,Washington Wizards, 125,120 
2024-04-03,Detroit Pistons,Atlanta Hawks, 113,121 
2024-04-03,Oklahoma City Thunder,Boston Celtics, 100,135 
2024-04-03,Indiana Pacers,Brooklyn Nets, 111,115 
2024-04-03,Memphis Grizzlies,Milwaukee Bucks, 111,101 
2024-04-03,Toronto Raptors,Minnesota Timberwolves, 85,133 
2024-04-03,Orlando Magic,New Orleans Pelicans, 117,108 
2024-04-03,Cleveland Cavaliers,Phoenix Suns, 101,122 
2024-04-04,Philadelphia 76ers,Miami Heat, 109,105 
2024-04-04,Sacramento Kings,New York Knicks, 109,120 
2024-04-04,Atlanta Hawks,Dallas Mavericks, 95,109 
2024-04-04,Golden State Warriors,Houston Rockets, 133,110 
2024-04-04,Denver Nuggets,LA Clippers, 100,102 
2024-04-05,Orlando Magic,Charlotte Hornets, 115,124 
2024-04-05,Oklahoma City Thunder,Indiana Pacers, 112,126 
2024-04-05,Portland Trail Blazers,Washington Wizards, 108,102 
2024-04-05,Sacramento Kings,Boston Celtics, 100,101 
2024-04-05,New York Knicks,Chicago Bulls, 100,108 
2024-04-05,Miami Heat,Houston Rockets, 119,104 
2024-04-05,Detroit Pistons,Memphis Grizzlies, 90,108 
2024-04-05,Toronto Raptors,Milwaukee Bucks, 117,111 
2024-04-05,San Antonio Spurs,New Orleans Pelicans, 111,109 
2024-04-05,Golden State Warriors,Dallas Mavericks, 106,108 
2024-04-05,Minnesota Timberwolves,Phoenix Suns, 87,97 
2024-04-05,Utah Jazz,LA Clippers, 102,131 
2024-04-06,Cleveland Cavaliers,Los Angeles Lakers, 97,116 
2024-04-06,Detroit Pistons,Brooklyn Nets, 103,113 
2024-04-06,Philadelphia 76ers,Memphis Grizzlies, 116,96 
2024-04-06,Atlanta Hawks,Denver Nuggets, 110,142 
2024-04-07,Houston Rockets,Dallas Mavericks, 136,147 
2024-04-07,Cleveland Cavaliers,LA Clippers, 118,120 
2024-04-07,Miami Heat,Indiana Pacers, 115,117 
2024-04-07,Portland Trail Blazers,Boston Celtics, 107,124 
2024-04-07,Oklahoma City Thunder,Charlotte Hornets, 121,118 
2024-04-07,Chicago Bulls,Orlando Magic, 98,113 
2024-04-07,Washington Wizards,Toronto Raptors, 122,130 
2024-04-07,New Orleans Pelicans,Phoenix Suns, 113,105 
2024-04-07,New York Knicks,Milwaukee Bucks, 122,109 
2024-04-07,Philadelphia 76ers,San Antonio Spurs, 133,126 
2024-04-07,Sacramento Kings,Brooklyn Nets, 107,77 
2024-04-07,Utah Jazz,Golden State Warriors, 110,118 
2024-04-07,Minnesota Timberwolves,Los Angeles Lakers, 127,117 
2024-04-09,Dallas Mavericks,Charlotte Hornets, 130,104 
2024-04-09,Detroit Pistons,Philadelphia 76ers, 102,120 
2024-04-09,Indiana Pacers,Toronto Raptors, 140,123 
2024-04-09,Miami Heat,Atlanta Hawks, 117,111 
2024-04-09,Boston Celtics,Milwaukee Bucks, 91,104 
2024-04-09,New York Knicks,Chicago Bulls, 128,117 
2024-04-09,Orlando Magic,Houston Rockets, 106,118 
2024-04-09,San Antonio Spurs,Memphis Grizzlies, 102,87 
2024-04-09,Washington Wizards,Minnesota Timberwolves, 121,130 
2024-04-09,Sacramento Kings,Oklahoma City Thunder, 105,112 
2024-04-09,Denver Nuggets,Utah Jazz, 111,95 
2024-04-09,Golden State Warriors,Los Angeles Lakers, 134,120 
2024-04-09,LA Clippers,Phoenix Suns, 105,92 
2024-04-09,New Orleans Pelicans,Portland Trail Blazers, 110,100 
2024-04-10,Memphis Grizzlies,Cleveland Cavaliers, 98,110 
2024-04-10,Charlotte Hornets,Atlanta Hawks, 115,114 
2024-04-10,Toronto Raptors,Brooklyn Nets, 102,106 
2024-04-10,Dallas Mavericks,Miami Heat, 111,92 
2024-04-10,Orlando Magic,Milwaukee Bucks, 99,117 
2024-04-10,San Antonio Spurs,Oklahoma City Thunder, 89,127 
2024-04-10,Minnesota Timberwolves,Denver Nuggets, 107,116 
2024-04-10,Phoenix Suns,LA Clippers, 124,108 
2024-04-11,Chicago Bulls,Detroit Pistons, 127,105 
2024-04-11,New York Knicks,Boston Celtics, 118,109 
2024-04-11,Houston Rockets,Utah Jazz, 121,124 
2024-04-11,Golden State Warriors,Portland Trail Blazers, 100,92 
2024-04-11,New Orleans Pelicans,Sacramento Kings, 135,123 
2024-04-12,Orlando Magic,Philadelphia 76ers, 113,125 
2024-04-12,Chicago Bulls,Washington Wizards, 129,127 
2024-04-12,Charlotte Hornets,Boston Celtics, 98,131 
2024-04-12,Indiana Pacers,Cleveland Cavaliers, 120,129 
2024-04-12,Brooklyn Nets,New York Knicks, 107,111 
2024-04-12,Toronto Raptors,Miami Heat, 103,125 
2024-04-12,Los Angeles Lakers,Memphis Grizzlies, 123,120 
2024-04-12,Atlanta Hawks,Minnesota Timberwolves, 106,109 
2024-04-12,Milwaukee Bucks,Oklahoma City Thunder, 107,125 
2024-04-12,Denver Nuggets,San Antonio Spurs, 120,121 
2024-04-12,Detroit Pistons,Dallas Mavericks, 107,89 
2024-04-12,New Orleans Pelicans,Golden State Warriors, 114,109 
2024-04-12,Houston Rockets,Portland Trail Blazers, 116,107 
2024-04-12,Utah Jazz,LA Clippers, 110,109 
2024-04-12,Phoenix Suns,Sacramento Kings, 108,107 
2024-04-14,Washington Wizards,Boston Celtics, 122,132 
2024-04-14,Charlotte Hornets,Cleveland Cavaliers, 120,110 
2024-04-14,Atlanta Hawks,Indiana Pacers, 115,157 
2024-04-14,Toronto Raptors,Miami Heat, 103,118 
2024-04-14,Chicago Bulls,New York Knicks, 119,120 
2024-04-14,Milwaukee Bucks,Orlando Magic, 88,113 
2024-04-14,Brooklyn Nets,Philadelphia 76ers, 86,107 
2024-04-14,Denver Nuggets,Memphis Grizzlies, 126,111 
2024-04-14,Phoenix Suns,Minnesota Timberwolves, 125,106 
2024-04-14,Los Angeles Lakers,New Orleans Pelicans, 124,108 
2024-04-14,Dallas Mavericks,Oklahoma City Thunder, 86,135 
2024-04-14,Detroit Pistons,San Antonio Spurs, 95,123 
2024-04-14,Utah Jazz,Golden State Warriors, 116,123 
2024-04-14,Houston Rockets,LA Clippers, 116,105 
2024-04-14,Portland Trail Blazers,Sacramento Kings, 82,121 
