date,visitor,home,visitor_points,home_points
2019-02-05,Detroit Pistons,New York Knicks,105.0,92.0
2019-02-05,Los Angeles Lakers,Indiana Pacers,94.0,136.0
2019-02-05,Boston Celtics,Cleveland Cavaliers,103.0,96.0
2019-02-05,Minnesota Timberwolves,Memphis Grizzlies,106.0,108.0
2019-02-05,Miami Heat,Portland Trail Blazers,118.0,108.0
2019-02-06,Phoenix Suns,Utah Jazz,88.0,116.0
2019-02-06,Denver Nuggets,Brooklyn Nets,130.0,135.0
2019-02-06,San Antonio Spurs,Golden State Warriors,102.0,141.0
2019-02-06,New Orleans Pelicans,Chicago Bulls,125.0,120.0
2019-02-06,Charlotte Hornets,Dallas Mavericks,93.0,99.0
2019-02-06,Washington Wizards,Milwaukee Bucks,129.0,148.0
2019-02-06,Houston Rockets,Sacramento Kings,127.0,101.0
2019-02-07,Toronto Raptors,Atlanta Hawks,119.0,101.0
2019-02-07,LA Clippers,Indiana Pacers,92.0,116.0
2019-02-07,Memphis Grizzlies,Oklahoma City Thunder,95.0,117.0
2019-02-07,Minnesota Timberwolves,Orlando Magic,112.0,122.0
2019-02-07,Los Angeles Lakers,Boston Celtics,129.0,128.0
2019-02-07,San Antonio Spurs,Portland Trail Blazers,118.0,127.0
2019-02-08,Chicago Bulls,Brooklyn Nets,125.0,106.0
2019-02-08,Cleveland Cavaliers,Washington Wizards,106.0,119.0
2019-02-08,Golden State Warriors,Phoenix Suns,117.0,107.0
2019-02-08,Minnesota Timberwolves,New Orleans Pelicans,117.0,122.0
2019-02-08,Denver Nuggets,Philadelphia 76ers,110.0,117.0
2019-02-08,New York Knicks,Detroit Pistons,103.0,120.0
2019-02-08,Miami Heat,Sacramento Kings,96.0,102.0
2019-02-08,Milwaukee Bucks,Dallas Mavericks,122.0,107.0
2019-02-09,Charlotte Hornets,Atlanta Hawks,129.0,120.0
2019-02-09,Oklahoma City Thunder,Houston Rockets,117.0,112.0
2019-02-09,San Antonio Spurs,Utah Jazz,105.0,125.0
2019-02-09,New Orleans Pelicans,Memphis Grizzlies,90.0,99.0
2019-02-09,LA Clippers,Boston Celtics,123.0,112.0
2019-02-09,Cleveland Cavaliers,Indiana Pacers,90.0,105.0
2019-02-09,Orlando Magic,Milwaukee Bucks,103.0,83.0
2019-02-09,Toronto Raptors,New York Knicks,104.0,99.0
2019-02-09,Washington Wizards,Chicago Bulls,134.0,125.0
2019-02-10,Orlando Magic,Atlanta Hawks,124.0,108.0
2019-02-10,Portland Trail Blazers,Dallas Mavericks,101.0,102.0
2019-02-10,Miami Heat,Golden State Warriors,118.0,120.0
2019-02-10,Phoenix Suns,Sacramento Kings,104.0,117.0
2019-02-10,Los Angeles Lakers,Philadelphia 76ers,120.0,143.0
2019-02-11,Brooklyn Nets,Toronto Raptors,125.0,127.0
2019-02-11,LA Clippers,Minnesota Timberwolves,120.0,130.0
2019-02-11,Dallas Mavericks,Houston Rockets,104.0,120.0
2019-02-11,Washington Wizards,Detroit Pistons,112.0,121.0
2019-02-11,Charlotte Hornets,Indiana Pacers,90.0,99.0
2019-02-11,Milwaukee Bucks,Chicago Bulls,112.0,99.0
2019-02-11,Miami Heat,Denver Nuggets,87.0,103.0
2019-02-11,New York Knicks,Cleveland Cavaliers,104.0,107.0
2019-02-11,Portland Trail Blazers,Oklahoma City Thunder,111.0,120.0
2019-02-12,Boston Celtics,Philadelphia 76ers,112.0,109.0
2019-02-12,San Antonio Spurs,Memphis Grizzlies,108.0,107.0
2019-02-12,Los Angeles Lakers,Atlanta Hawks,113.0,117.0
2019-02-12,Orlando Magic,New Orleans Pelicans,118.0,88.0
2019-02-12,Utah Jazz,Golden State Warriors,108.0,115.0
2019-02-13,Milwaukee Bucks,Indiana Pacers,106.0,97.0
2019-02-13,Detroit Pistons,Boston Celtics,110.0,118.0
2019-02-13,Memphis Grizzlies,Chicago Bulls,110.0,122.0
2019-02-13,Golden State Warriors,Portland Trail Blazers,107.0,129.0
2019-02-13,Philadelphia 76ers,New York Knicks,126.0,111.0
2019-02-13,Brooklyn Nets,Cleveland Cavaliers,148.0,139.0
2019-02-13,Miami Heat,Dallas Mavericks,112.0,101.0
2019-02-13,Houston Rockets,Minnesota Timberwolves,111.0,121.0
2019-02-13,Sacramento Kings,Denver Nuggets,118.0,120.0
2019-02-13,Phoenix Suns,LA Clippers,107.0,134.0
2019-02-13,Washington Wizards,Toronto Raptors,120.0,129.0
2019-02-14,Charlotte Hornets,Orlando Magic,89.0,127.0
2019-02-14,New York Knicks,Atlanta Hawks,106.0,91.0
2019-02-14,Oklahoma City Thunder,New Orleans Pelicans,122.0,131.0
2019-02-21,Sacramento Kings,Golden State Warriors,123.0,125.0
2019-02-21,Phoenix Suns,Cleveland Cavaliers,98.0,111.0
2019-02-21,Houston Rockets,Los Angeles Lakers,106.0,111.0
2019-02-21,Miami Heat,Philadelphia 76ers,102.0,106.0
2019-02-21,Boston Celtics,Milwaukee Bucks,97.0,98.0
2019-02-21,Portland Trail Blazers,Brooklyn Nets,113.0,99.0
2019-02-22,Utah Jazz,Oklahoma City Thunder,147.0,148.0
2019-02-22,Detroit Pistons,Atlanta Hawks,125.0,122.0
2019-02-22,Washington Wizards,Charlotte Hornets,110.0,123.0
2019-02-22,New Orleans Pelicans,Indiana Pacers,111.0,126.0
2019-02-22,San Antonio Spurs,Toronto Raptors,117.0,120.0
2019-02-22,LA Clippers,Memphis Grizzlies,112.0,106.0
2019-02-22,Minnesota Timberwolves,New York Knicks,115.0,104.0
2019-02-22,Chicago Bulls,Orlando Magic,110.0,109.0
2019-02-22,Denver Nuggets,Dallas Mavericks,114.0,104.0
2019-02-23,Houston Rockets,Golden State Warriors,118.0,112.0
2019-02-23,Los Angeles Lakers,New Orleans Pelicans,115.0,128.0
2019-02-23,Indiana Pacers,Washington Wizards,119.0,112.0
2019-02-23,Phoenix Suns,Atlanta Hawks,112.0,120.0
2019-02-23,Boston Celtics,Chicago Bulls,116.0,126.0
2019-02-23,Sacramento Kings,Oklahoma City Thunder,119.0,116.0
2019-02-23,Brooklyn Nets,Charlotte Hornets,117.0,115.0
2019-02-23,Minnesota Timberwolves,Milwaukee Bucks,128.0,140.0
2019-02-23,Portland Trail Blazers,Philadelphia 76ers,130.0,115.0
2019-02-23,Dallas Mavericks,Utah Jazz,109.0,125.0
2019-02-23,Detroit Pistons,Miami Heat,119.0,96.0
2019-02-23,Memphis Grizzlies,Cleveland Cavaliers,107.0,112.0
2019-02-24,San Antonio Spurs,New York Knicks,118.0,130.0
2019-02-24,Orlando Magic,Toronto Raptors,113.0,98.0
2019-02-24,LA Clippers,Denver Nuggets,96.0,123.0
2019-02-25,Atlanta Hawks,Houston Rockets,111.0,119.0
2019-02-25,Phoenix Suns,Miami Heat,124.0,121.0
2019-02-25,Portland Trail Blazers,Cleveland Cavaliers,123.0,110.0
2019-02-25,Milwaukee Bucks,Chicago Bulls,117.0,106.0
2019-02-25,Golden State Warriors,Charlotte Hornets,121.0,110.0
2019-02-25,Dallas Mavericks,LA Clippers,112.0,121.0
2019-02-25,Los Angeles Lakers,Memphis Grizzlies,105.0,110.0
2019-02-25,Sacramento Kings,Minnesota Timberwolves,105.0,112.0
2019-02-25,Philadelphia 76ers,New Orleans Pelicans,111.0,110.0
2019-02-25,San Antonio Spurs,Brooklyn Nets,85.0,101.0
2019-02-25,Indiana Pacers,Detroit Pistons,109.0,113.0
2019-02-26,Oklahoma City Thunder,Denver Nuggets,112.0,121.0
2019-02-26,Boston Celtics,Toronto Raptors,95.0,118.0
2019-02-26,Orlando Magic,New York Knicks,103.0,108.0
2019-02-27,Golden State Warriors,Miami Heat,125.0,126.0
2019-02-27,Detroit Pistons,San Antonio Spurs,93.0,105.0
2019-02-27,Houston Rockets,Charlotte Hornets,118.0,113.0
2019-02-27,Washington Wizards,Brooklyn Nets,125.0,116.0
2019-02-27,Indiana Pacers,Dallas Mavericks,101.0,110.0
2019-02-27,Chicago Bulls,Memphis Grizzlies,109.0,107.0
2019-02-27,Portland Trail Blazers,Boston Celtics,97.0,92.0
2019-02-27,LA Clippers,Utah Jazz,105.0,111.0
2019-02-27,New Orleans Pelicans,Los Angeles Lakers,119.0,125.0
2019-02-27,Milwaukee Bucks,Sacramento Kings,141.0,140.0
2019-02-27,Minnesota Timberwolves,Atlanta Hawks,123.0,131.0
2019-02-28,Golden State Warriors,Orlando Magic,96.0,103.0
2019-02-28,Utah Jazz,Denver Nuggets,111.0,104.0
2019-02-28,Minnesota Timberwolves,Indiana Pacers,115.0,122.0
2019-02-28,Cleveland Cavaliers,New York Knicks,125.0,118.0
2019-02-28,Miami Heat,Houston Rockets,118.0,121.0
2019-02-28,Philadelphia 76ers,Oklahoma City Thunder,108.0,104.0
2019-03-01,New Orleans Pelicans,Phoenix Suns,130.0,116.0
2019-03-01,LA Clippers,Sacramento Kings,116.0,109.0
2019-03-01,Portland Trail Blazers,Toronto Raptors,117.0,119.0
2019-03-01,Charlotte Hornets,Brooklyn Nets,123.0,112.0
2019-03-01,Milwaukee Bucks,Los Angeles Lakers,131.0,120.0
2019-03-01,Washington Wizards,Boston Celtics,96.0,107.0
2019-03-01,Chicago Bulls,Atlanta Hawks,168.0,161.0
2019-03-02,Oklahoma City Thunder,San Antonio Spurs,102.0,116.0
2019-03-02,Milwaukee Bucks,Utah Jazz,111.0,115.0
2019-03-02,Golden State Warriors,Philadelphia 76ers,120.0,117.0
2019-03-02,New Orleans Pelicans,Denver Nuggets,120.0,112.0
2019-03-02,Memphis Grizzlies,Dallas Mavericks,111.0,81.0
2019-03-02,Orlando Magic,Indiana Pacers,117.0,112.0
2019-03-02,Los Angeles Lakers,Phoenix Suns,109.0,118.0
2019-03-02,Detroit Pistons,Cleveland Cavaliers,129.0,93.0
2019-03-02,Brooklyn Nets,Miami Heat,88.0,117.0
2019-03-03,Orlando Magic,Cleveland Cavaliers,93.0,107.0
2019-03-03,Toronto Raptors,Detroit Pistons,107.0,112.0
2019-03-03,New York Knicks,LA Clippers,107.0,128.0
2019-03-03,Houston Rockets,Boston Celtics,115.0,104.0
2019-03-03,Memphis Grizzlies,Oklahoma City Thunder,95.0,99.0
2019-03-03,Atlanta Hawks,Chicago Bulls,123.0,118.0
2019-03-03,Minnesota Timberwolves,Washington Wizards,121.0,135.0
2019-03-03,Portland Trail Blazers,Charlotte Hornets,118.0,108.0
2019-03-04,New Orleans Pelicans,Utah Jazz,115.0,112.0
2019-03-04,Denver Nuggets,San Antonio Spurs,103.0,104.0
2019-03-04,Dallas Mavericks,Brooklyn Nets,88.0,127.0
2019-03-04,New York Knicks,Sacramento Kings,108.0,115.0
2019-03-04,Milwaukee Bucks,Phoenix Suns,105.0,114.0
2019-03-04,LA Clippers,Los Angeles Lakers,113.0,105.0
2019-03-04,Atlanta Hawks,Miami Heat,113.0,114.0
2019-03-05,Oklahoma City Thunder,Minnesota Timberwolves,120.0,131.0
2019-03-05,Orlando Magic,Philadelphia 76ers,106.0,114.0
2019-03-05,Boston Celtics,Golden State Warriors,128.0,95.0
2019-03-05,Houston Rockets,Toronto Raptors,107.0,95.0
2019-03-05,Chicago Bulls,Indiana Pacers,96.0,105.0
2019-03-05,Portland Trail Blazers,Memphis Grizzlies,111.0,120.0
2019-03-06,Philadelphia 76ers,Chicago Bulls,107.0,108.0
2019-03-06,Denver Nuggets,Los Angeles Lakers,115.0,99.0
2019-03-06,Minnesota Timberwolves,Detroit Pistons,114.0,131.0
2019-03-06,Miami Heat,Charlotte Hornets,91.0,84.0
2019-03-06,Utah Jazz,New Orleans Pelicans,114.0,104.0
2019-03-06,Dallas Mavericks,Washington Wizards,123.0,132.0
2019-03-06,Boston Celtics,Sacramento Kings,111.0,109.0
2019-03-06,New York Knicks,Phoenix Suns,96.0,107.0
2019-03-06,Cleveland Cavaliers,Brooklyn Nets,107.0,113.0
2019-03-06,San Antonio Spurs,Atlanta Hawks,111.0,104.0
2019-03-07,Oklahoma City Thunder,Portland Trail Blazers,129.0,121.0
2019-03-07,Indiana Pacers,Milwaukee Bucks,98.0,117.0
2019-03-08,Cleveland Cavaliers,Miami Heat,110.0,126.0
2019-03-08,Toronto Raptors,New Orleans Pelicans,127.0,104.0
2019-03-08,Dallas Mavericks,Orlando Magic,106.0,111.0
2019-03-08,Detroit Pistons,Chicago Bulls,112.0,104.0
2019-03-08,Utah Jazz,Memphis Grizzlies,104.0,114.0
2019-03-08,Washington Wizards,Charlotte Hornets,111.0,112.0
2019-03-08,Oklahoma City Thunder,LA Clippers,110.0,118.0
2019-03-08,Philadelphia 76ers,Houston Rockets,91.0,107.0
2019-03-08,Denver Nuggets,Golden State Warriors,105.0,122.0
2019-03-09,Brooklyn Nets,Atlanta Hawks,114.0,112.0
2019-03-09,Washington Wizards,Minnesota Timberwolves,130.0,135.0
2019-03-09,Phoenix Suns,Portland Trail Blazers,120.0,127.0
2019-03-09,Charlotte Hornets,Milwaukee Bucks,114.0,131.0
2019-03-09,Boston Celtics,Los Angeles Lakers,120.0,107.0
2019-03-09,Sacramento Kings,New York Knicks,102.0,94.0
2019-03-10,Houston Rockets,Dallas Mavericks,94.0,93.0
2019-03-10,Indiana Pacers,Philadelphia 76ers,89.0,106.0
2019-03-10,Orlando Magic,Memphis Grizzlies,97.0,105.0
2019-03-10,New York Knicks,Minnesota Timberwolves,92.0,103.0
2019-03-10,Chicago Bulls,Detroit Pistons,108.0,131.0
2019-03-10,Toronto Raptors,Miami Heat,125.0,104.0
2019-03-10,Milwaukee Bucks,San Antonio Spurs,114.0,121.0
2019-03-10,New Orleans Pelicans,Atlanta Hawks,116.0,128.0
2019-03-10,Phoenix Suns,Golden State Warriors,115.0,111.0
2019-03-11,Sacramento Kings,Washington Wizards,115.0,121.0
2019-03-11,Detroit Pistons,Brooklyn Nets,75.0,103.0
2019-03-11,Oklahoma City Thunder,Utah Jazz,98.0,89.0
2019-03-11,Charlotte Hornets,Houston Rockets,106.0,118.0
2019-03-11,Boston Celtics,LA Clippers,115.0,140.0
2019-03-11,Toronto Raptors,Cleveland Cavaliers,101.0,126.0
2019-03-12,Milwaukee Bucks,New Orleans Pelicans,130.0,113.0
2019-03-12,New York Knicks,Indiana Pacers,98.0,103.0
2019-03-12,Cleveland Cavaliers,Philadelphia 76ers,99.0,106.0
2019-03-12,San Antonio Spurs,Dallas Mavericks,112.0,105.0
2019-03-12,Los Angeles Lakers,Chicago Bulls,123.0,107.0
2019-03-12,Portland Trail Blazers,LA Clippers,125.0,104.0
2019-03-12,Minnesota Timberwolves,Denver Nuggets,107.0,133.0
2019-03-13,Brooklyn Nets,Oklahoma City Thunder,96.0,108.0
2019-03-13,Detroit Pistons,Miami Heat,74.0,108.0
2019-03-13,Utah Jazz,Phoenix Suns,114.0,97.0
2019-03-13,Memphis Grizzlies,Atlanta Hawks,111.0,132.0
2019-03-13,Orlando Magic,Washington Wizards,90.0,100.0
2019-03-13,Golden State Warriors,Houston Rockets,106.0,104.0
2019-03-14,Los Angeles Lakers,Toronto Raptors,98.0,111.0
2019-03-14,Oklahoma City Thunder,Indiana Pacers,106.0,108.0
2019-03-14,Minnesota Timberwolves,Utah Jazz,100.0,120.0
2019-03-14,Cleveland Cavaliers,Orlando Magic,91.0,120.0
2019-03-14,Dallas Mavericks,Denver Nuggets,99.0,100.0
2019-03-14,Sacramento Kings,Boston Celtics,120.0,126.0
2019-03-15,Sacramento Kings,Philadelphia 76ers,114.0,123.0
2019-03-15,New York Knicks,San Antonio Spurs,83.0,109.0
2019-03-15,Charlotte Hornets,Washington Wizards,116.0,110.0
2019-03-15,Los Angeles Lakers,Detroit Pistons,97.0,111.0
2019-03-15,Phoenix Suns,Houston Rockets,102.0,108.0
2019-03-15,Milwaukee Bucks,Miami Heat,113.0,98.0
2019-03-15,Portland Trail Blazers,New Orleans Pelicans,122.0,110.0
2019-03-15,Chicago Bulls,LA Clippers,121.0,128.0
2019-03-16,Memphis Grizzlies,Washington Wizards,128.0,135.0
2019-03-16,Portland Trail Blazers,San Antonio Spurs,103.0,108.0
2019-03-16,Phoenix Suns,New Orleans Pelicans,138.0,136.0
2019-03-16,Brooklyn Nets,Utah Jazz,98.0,114.0
2019-03-16,Atlanta Hawks,Boston Celtics,120.0,129.0
2019-03-16,Golden State Warriors,Oklahoma City Thunder,110.0,88.0
2019-03-16,Cleveland Cavaliers,Dallas Mavericks,116.0,121.0
2019-03-16,Indiana Pacers,Denver Nuggets,100.0,102.0
2019-03-17,Minnesota Timberwolves,Houston Rockets,102.0,117.0
2019-03-17,Chicago Bulls,Sacramento Kings,102.0,129.0
2019-03-17,Brooklyn Nets,LA Clippers,116.0,119.0
2019-03-17,Charlotte Hornets,Miami Heat,75.0,93.0
2019-03-17,Philadelphia 76ers,Milwaukee Bucks,130.0,125.0
2019-03-17,Atlanta Hawks,Orlando Magic,91.0,101.0
2019-03-17,Los Angeles Lakers,New York Knicks,123.0,124.0
2019-03-17,Toronto Raptors,Detroit Pistons,107.0,110.0
2019-03-18,Chicago Bulls,Phoenix Suns,116.0,101.0
2019-03-18,New Orleans Pelicans,Dallas Mavericks,129.0,125.0
2019-03-18,New York Knicks,Toronto Raptors,92.0,128.0
2019-03-18,Miami Heat,Oklahoma City Thunder,116.0,107.0
2019-03-18,Utah Jazz,Washington Wizards,116.0,95.0
2019-03-18,Denver Nuggets,Boston Celtics,114.0,105.0
2019-03-18,Indiana Pacers,Portland Trail Blazers,98.0,106.0
2019-03-18,Golden State Warriors,San Antonio Spurs,105.0,111.0
2019-03-18,Detroit Pistons,Cleveland Cavaliers,119.0,126.0
2019-03-19,Golden State Warriors,Minnesota Timberwolves,117.0,107.0
2019-03-19,Philadelphia 76ers,Charlotte Hornets,118.0,114.0
2019-03-19,Indiana Pacers,LA Clippers,109.0,115.0
2019-03-19,Los Angeles Lakers,Milwaukee Bucks,101.0,115.0
2019-03-19,Houston Rockets,Atlanta Hawks,121.0,105.0
2019-03-19,Brooklyn Nets,Sacramento Kings,123.0,121.0
2019-03-20,Miami Heat,San Antonio Spurs,110.0,105.0
2019-03-20,New Orleans Pelicans,Orlando Magic,96.0,119.0
2019-03-20,Washington Wizards,Chicago Bulls,120.0,126.0
2019-03-20,Utah Jazz,New York Knicks,137.0,116.0
2019-03-20,Boston Celtics,Philadelphia 76ers,115.0,118.0
2019-03-20,Milwaukee Bucks,Cleveland Cavaliers,102.0,107.0
2019-03-20,Dallas Mavericks,Portland Trail Blazers,118.0,126.0
2019-03-20,Houston Rockets,Memphis Grizzlies,125.0,126.0
2019-03-20,Toronto Raptors,Oklahoma City Thunder,123.0,114.0
2019-03-21,Indiana Pacers,Golden State Warriors,89.0,112.0
2019-03-21,Detroit Pistons,Phoenix Suns,118.0,98.0
2019-03-21,Minnesota Timberwolves,Charlotte Hornets,106.0,113.0
2019-03-21,Denver Nuggets,Washington Wizards,113.0,108.0
2019-03-21,Utah Jazz,Atlanta Hawks,114.0,117.0
2019-03-21,Dallas Mavericks,Sacramento Kings,100.0,116.0
2019-03-22,Memphis Grizzlies,Orlando Magic,119.0,123.0
2019-03-22,Brooklyn Nets,Los Angeles Lakers,111.0,106.0
2019-03-22,Oklahoma City Thunder,Toronto Raptors,116.0,109.0
2019-03-22,Miami Heat,Milwaukee Bucks,87.0,116.0
2019-03-22,LA Clippers,Cleveland Cavaliers,110.0,108.0
2019-03-22,Denver Nuggets,New York Knicks,111.0,93.0
2019-03-22,San Antonio Spurs,Houston Rockets,105.0,111.0
2019-03-23,Minnesota Timberwolves,Memphis Grizzlies,112.0,99.0
2019-03-23,Boston Celtics,Charlotte Hornets,117.0,124.0
2019-03-23,Miami Heat,Washington Wizards,113.0,108.0
2019-03-23,Utah Jazz,Chicago Bulls,114.0,83.0
2019-03-23,Dallas Mavericks,Golden State Warriors,126.0,91.0
2019-03-23,Philadelphia 76ers,Atlanta Hawks,127.0,129.0
2019-03-23,Detroit Pistons,Portland Trail Blazers,112.0,117.0
2019-03-23,Phoenix Suns,Sacramento Kings,103.0,112.0
2019-03-24,Detroit Pistons,Golden State Warriors,114.0,121.0
2019-03-24,Houston Rockets,New Orleans Pelicans,113.0,90.0
2019-03-24,Cleveland Cavaliers,Milwaukee Bucks,105.0,127.0
2019-03-24,San Antonio Spurs,Boston Celtics,115.0,96.0
2019-03-24,LA Clippers,New York Knicks,124.0,113.0
2019-03-24,Denver Nuggets,Indiana Pacers,88.0,124.0
2019-03-24,Sacramento Kings,Los Angeles Lakers,106.0,111.0
2019-03-24,Charlotte Hornets,Toronto Raptors,115.0,114.0
2019-03-25,Phoenix Suns,Utah Jazz,92.0,125.0
2019-03-25,Philadelphia 76ers,Orlando Magic,98.0,119.0
2019-03-25,Oklahoma City Thunder,Memphis Grizzlies,103.0,115.0
2019-03-25,Brooklyn Nets,Portland Trail Blazers,144.0,148.0
2019-03-26,Orlando Magic,Miami Heat,104.0,99.0
2019-03-26,LA Clippers,Minnesota Timberwolves,122.0,111.0
2019-03-26,Washington Wizards,Los Angeles Lakers,106.0,124.0
2019-03-26,Atlanta Hawks,New Orleans Pelicans,130.0,120.0
2019-03-26,Detroit Pistons,Denver Nuggets,92.0,95.0
2019-03-26,San Antonio Spurs,Charlotte Hornets,116.0,125.0
2019-03-26,Sacramento Kings,Dallas Mavericks,125.0,121.0
2019-03-26,Houston Rockets,Milwaukee Bucks,94.0,108.0
2019-03-26,Chicago Bulls,Toronto Raptors,103.0,112.0
2019-03-26,Boston Celtics,Cleveland Cavaliers,116.0,106.0
2019-03-27,Golden State Warriors,Memphis Grizzlies,118.0,103.0
2019-03-27,Washington Wizards,Phoenix Suns,124.0,121.0
2019-03-27,Portland Trail Blazers,Chicago Bulls,118.0,98.0
2019-03-27,Indiana Pacers,Oklahoma City Thunder,99.0,107.0
2019-03-27,Los Angeles Lakers,Utah Jazz,100.0,115.0
2019-03-28,Denver Nuggets,Houston Rockets,85.0,112.0
2019-03-28,Sacramento Kings,New Orleans Pelicans,118.0,121.0
2019-03-28,LA Clippers,Milwaukee Bucks,118.0,128.0
2019-03-28,Brooklyn Nets,Philadelphia 76ers,110.0,123.0
2019-03-28,Cleveland Cavaliers,San Antonio Spurs,110.0,116.0
2019-03-28,Toronto Raptors,New York Knicks,117.0,92.0
2019-03-28,Dallas Mavericks,Miami Heat,99.0,105.0
2019-03-28,Orlando Magic,Detroit Pistons,98.0,115.0
2019-03-29,Washington Wizards,Utah Jazz,124.0,128.0
2019-03-29,Charlotte Hornets,Los Angeles Lakers,115.0,129.0
2019-03-29,Indiana Pacers,Boston Celtics,112.0,114.0
2019-03-29,Denver Nuggets,Oklahoma City Thunder,115.0,105.0
2019-03-29,Portland Trail Blazers,Atlanta Hawks,118.0,98.0
2019-03-29,Golden State Warriors,Minnesota Timberwolves,130.0,131.0
2019-03-30,Sacramento Kings,Houston Rockets,108.0,119.0
2019-03-30,Boston Celtics,Brooklyn Nets,96.0,110.0
2019-03-30,Orlando Magic,Indiana Pacers,121.0,116.0
2019-03-30,Miami Heat,New York Knicks,100.0,92.0
2019-03-30,Philadelphia 76ers,Minnesota Timberwolves,118.0,109.0
2019-03-30,Toronto Raptors,Chicago Bulls,124.0,101.0
2019-03-30,Cleveland Cavaliers,LA Clippers,108.0,132.0
2019-03-30,Memphis Grizzlies,Phoenix Suns,120.0,115.0
2019-03-30,Portland Trail Blazers,Detroit Pistons,90.0,99.0
2019-03-31,Charlotte Hornets,Golden State Warriors,90.0,137.0
2019-03-31,Washington Wizards,Denver Nuggets,95.0,90.0
2019-03-31,Memphis Grizzlies,LA Clippers,96.0,113.0
2019-03-31,Sacramento Kings,San Antonio Spurs,113.0,106.0
2019-03-31,Milwaukee Bucks,Atlanta Hawks,135.0,136.0
2019-03-31,Dallas Mavericks,Oklahoma City Thunder,106.0,103.0
2019-03-31,Los Angeles Lakers,New Orleans Pelicans,130.0,102.0
2019-04-01,Chicago Bulls,New York Knicks,105.0,113.0
2019-04-01,Orlando Magic,Toronto Raptors,109.0,121.0
2019-04-01,Portland Trail Blazers,Minnesota Timberwolves,132.0,122.0
2019-04-01,Miami Heat,Boston Celtics,105.0,110.0
2019-04-01,Detroit Pistons,Indiana Pacers,102.0,111.0
2019-04-01,Milwaukee Bucks,Brooklyn Nets,131.0,121.0
2019-04-01,Philadelphia 76ers,Dallas Mavericks,102.0,122.0
2019-04-01,Charlotte Hornets,Utah Jazz,102.0,111.0
2019-04-01,Cleveland Cavaliers,Phoenix Suns,113.0,122.0
2019-04-02,Houston Rockets,Sacramento Kings,130.0,105.0
2019-04-02,Denver Nuggets,Golden State Warriors,102.0,116.0
2019-04-02,Los Angeles Lakers,Oklahoma City Thunder,103.0,119.0
2019-04-02,Atlanta Hawks,San Antonio Spurs,111.0,117.0
2019-04-03,Utah Jazz,Phoenix Suns,118.0,97.0
2019-04-03,New York Knicks,Orlando Magic,100.0,114.0
2019-04-03,Philadelphia 76ers,Atlanta Hawks,122.0,130.0
2019-04-03,Memphis Grizzlies,Portland Trail Blazers,89.0,116.0
2019-04-03,Indiana Pacers,Detroit Pistons,108.0,89.0
2019-04-03,Toronto Raptors,Brooklyn Nets,115.0,105.0
2019-04-03,San Antonio Spurs,Denver Nuggets,85.0,113.0
2019-04-03,Houston Rockets,LA Clippers,135.0,103.0
2019-04-03,Chicago Bulls,Washington Wizards,115.0,114.0
2019-04-03,Boston Celtics,Miami Heat,112.0,102.0
2019-04-03,Minnesota Timberwolves,Dallas Mavericks,110.0,108.0
2019-04-03,Charlotte Hornets,New Orleans Pelicans,115.0,109.0
2019-04-04,Golden State Warriors,Los Angeles Lakers,108.0,90.0
2019-04-04,Cleveland Cavaliers,Sacramento Kings,104.0,117.0
2019-04-04,Milwaukee Bucks,Philadelphia 76ers,128.0,122.0
2019-04-05,Sacramento Kings,Utah Jazz,98.0,119.0
2019-04-05,Atlanta Hawks,Orlando Magic,113.0,149.0
2019-04-05,Detroit Pistons,Oklahoma City Thunder,110.0,123.0
2019-04-05,Los Angeles Lakers,LA Clippers,122.0,117.0
2019-04-05,Portland Trail Blazers,Denver Nuggets,110.0,119.0
2019-04-05,New Orleans Pelicans,Phoenix Suns,126.0,133.0
2019-04-05,San Antonio Spurs,Washington Wizards,129.0,112.0
2019-04-05,Boston Celtics,Indiana Pacers,117.0,97.0
2019-04-05,Miami Heat,Minnesota Timberwolves,109.0,111.0
2019-04-05,Memphis Grizzlies,Dallas Mavericks,122.0,112.0
2019-04-05,Cleveland Cavaliers,Golden State Warriors,114.0,120.0
2019-04-05,New York Knicks,Houston Rockets,96.0,120.0
2019-04-05,Toronto Raptors,Charlotte Hornets,111.0,113.0
2019-04-06,Brooklyn Nets,Milwaukee Bucks,133.0,128.0
2019-04-06,Philadelphia 76ers,Chicago Bulls,116.0,96.0
2019-04-07,Atlanta Hawks,Milwaukee Bucks,107.0,115.0
2019-04-07,Oklahoma City Thunder,Minnesota Timberwolves,132.0,126.0
2019-04-07,LA Clippers,Golden State Warriors,104.0,131.0
2019-04-07,Miami Heat,Toronto Raptors,109.0,117.0
2019-04-07,San Antonio Spurs,Cleveland Cavaliers,112.0,90.0
2019-04-07,Brooklyn Nets,Indiana Pacers,108.0,96.0
2019-04-07,Charlotte Hornets,Detroit Pistons,104.0,91.0
2019-04-07,Washington Wizards,New York Knicks,110.0,113.0
2019-04-07,Orlando Magic,Boston Celtics,116.0,108.0
2019-04-07,Denver Nuggets,Portland Trail Blazers,108.0,115.0
2019-04-07,Utah Jazz,Los Angeles Lakers,109.0,113.0
2019-04-07,New Orleans Pelicans,Sacramento Kings,133.0,129.0
2019-04-07,Phoenix Suns,Houston Rockets,113.0,149.0
2019-04-07,Dallas Mavericks,Memphis Grizzlies,129.0,127.0
2019-04-09,Denver Nuggets,Utah Jazz,108.0,118.0
